|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       8 |       14100 |       09:18:23 |         1.33 |              |       0.8824 |              |      1.0000e-08 |
|       8 |       14150 |       09:19:58 |         0.86 |              |       0.3692 |              |      1.0000e-08 |
|       8 |       14200 |       09:21:33 |         1.31 |              |       0.8558 |              |      1.0000e-08 |
|       8 |       14250 |       09:23:08 |         1.87 |              |       1.7551 |              |      1.0000e-08 |
|       8 |       14300 |       09:24:43 |         1.07 |              |       0.5717 |              |      1.0000e-08 |
|       8 |       14350 |       09:26:17 |         0.93 |              |       0.4297 |              |      1.0000e-08 |
|       8 |       14400 |       09:32:10 |         1.75 |         1.30 |       1.5244 |       0.8454 |      1.0000e-08 |
|       9 |       14450 |       09:33:47 |         1.20 |              |       0.7168 |              |      1.0000e-09 |
|       9 |       14500 |       09:35:22 |         1.27 |              |       0.8053 |              |      1.0000e-09 |
|       9 |       14550 |       09:36:57 |         1.41 |              |       0.9943 |              |      1.0000e-09 |
|       9 |       14600 |       09:38:32 |         1.30 |              |       0.8403 |              |      1.0000e-09 |
|       9 |       14650 |       09:40:07 |         1.47 |              |       1.0744 |              |      1.0000e-09 |
|       9 |       14700 |       09:41:41 |         1.89 |              |       1.7888 |              |      1.0000e-09 |
|       9 |       14750 |       09:43:16 |         1.44 |              |       1.0302 |              |      1.0000e-09 |
|       9 |       14800 |       09:44:50 |         1.42 |              |       1.0129 |              |      1.0000e-09 |
|       9 |       14850 |       09:46:25 |         0.95 |              |       0.4469 |              |      1.0000e-09 |
|       9 |       14900 |       09:47:59 |         0.69 |              |       0.2382 |              |      1.0000e-09 |
|       9 |       14950 |       09:49:33 |         1.58 |              |       1.2472 |              |      1.0000e-09 |
|       9 |       15000 |       09:55:27 |         1.54 |         1.30 |       1.1934 |       0.8459 |      1.0000e-09 |
|       9 |       15050 |       09:57:02 |         1.53 |              |       1.1696 |              |      1.0000e-09 |
|       9 |       15100 |       09:58:36 |         1.43 |              |       1.0204 |              |      1.0000e-09 |
|       9 |       15150 |       10:00:10 |         1.65 |              |       1.3630 |              |      1.0000e-09 |
|       9 |       15200 |       10:01:45 |         1.14 |              |       0.6479 |              |      1.0000e-09 |
|       9 |       15250 |       10:03:19 |         1.44 |              |       1.0420 |              |      1.0000e-09 |
|       9 |       15300 |       10:04:53 |         1.46 |              |       1.0714 |              |      1.0000e-09 |
|       9 |       15350 |       10:06:27 |         1.26 |              |       0.7956 |              |      1.0000e-09 |
|       9 |       15400 |       10:08:02 |         1.35 |              |       0.9088 |              |      1.0000e-09 |
|       9 |       15450 |       10:09:36 |         0.92 |              |       0.4226 |              |      1.0000e-09 |
|       9 |       15500 |       10:11:11 |         1.41 |              |       0.9965 |              |      1.0000e-09 |
|       9 |       15550 |       10:12:47 |         1.14 |              |       0.6442 |              |      1.0000e-09 |
